"region","species_name","cuid","cu_name_pse","year","estimated_count","observed_count","total_run"
"Central Coast","Chinook",511,"Wannock",1952,NA,1500,NA
"Central Coast","Chinook",511,"Wannock",1953,NA,1500,NA
"Central Coast","Chinook",511,"Wannock",1955,NA,1500,NA
"Central Coast","Chinook",511,"Wannock",1956,NA,3500,NA
"Central Coast","Chinook",511,"Wannock",1957,NA,1500,NA
"Central Coast","Chinook",511,"Wannock",1958,NA,1500,NA
"Central Coast","Chinook",511,"Wannock",1960,NA,7500,NA
"Central Coast","Chinook",511,"Wannock",1961,NA,750,NA
"Central Coast","Chinook",511,"Wannock",1962,NA,3500,NA
"Central Coast","Chinook",511,"Wannock",1963,NA,7500,NA
"Central Coast","Chinook",511,"Wannock",1964,NA,7500,NA
"Central Coast","Chinook",511,"Wannock",1965,NA,3500,NA
"Central Coast","Chinook",511,"Wannock",1966,NA,1500,NA
"Central Coast","Chinook",511,"Wannock",1967,NA,1500,NA
"Central Coast","Chinook",511,"Wannock",1968,NA,750,NA
"Central Coast","Chinook",511,"Wannock",1969,NA,750,NA
"Central Coast","Chinook",511,"Wannock",1970,NA,1500,NA
"Central Coast","Chinook",511,"Wannock",1971,NA,1500,NA
"Central Coast","Chinook",511,"Wannock",1972,NA,600,NA
"Central Coast","Chinook",511,"Wannock",1973,NA,1000,NA
"Central Coast","Chinook",511,"Wannock",1974,NA,5500,NA
"Central Coast","Chinook",511,"Wannock",1975,NA,3000,NA
"Central Coast","Chinook",511,"Wannock",1976,NA,1500,NA
"Central Coast","Chinook",511,"Wannock",1977,NA,1400,NA
"Central Coast","Chinook",511,"Wannock",1978,NA,2000,NA
"Central Coast","Chinook",511,"Wannock",1979,NA,2000,NA
"Central Coast","Chinook",511,"Wannock",1980,NA,2000,NA
"Central Coast","Chinook",511,"Wannock",1981,NA,3000,NA
"Central Coast","Chinook",511,"Wannock",1982,NA,750,NA
"Central Coast","Chinook",511,"Wannock",1983,NA,1750,NA
"Central Coast","Chinook",511,"Wannock",1984,NA,750,NA
"Central Coast","Chinook",511,"Wannock",1985,NA,1300,NA
"Central Coast","Chinook",511,"Wannock",1986,NA,7000,NA
"Central Coast","Chinook",511,"Wannock",1987,NA,4500,NA
"Central Coast","Chinook",511,"Wannock",1988,NA,4000,NA
"Central Coast","Chinook",511,"Wannock",1989,NA,3000,NA
"Central Coast","Chinook",511,"Wannock",1990,NA,3500,NA
"Central Coast","Chinook",511,"Wannock",1991,NA,6500,NA
"Central Coast","Chinook",511,"Wannock",1992,NA,10000,NA
"Central Coast","Chinook",511,"Wannock",1993,NA,17000,NA
"Central Coast","Chinook",511,"Wannock",1994,NA,10000,NA
"Central Coast","Chinook",511,"Wannock",1995,NA,3000,NA
"Central Coast","Chinook",511,"Wannock",1996,NA,2500,NA
"Central Coast","Chinook",511,"Wannock",1997,NA,4000,NA
"Central Coast","Chinook",511,"Wannock",1998,NA,3500,NA
"Central Coast","Chinook",511,"Wannock",1999,NA,500,NA
"Central Coast","Chinook",511,"Wannock",2000,NA,4500,NA
"Central Coast","Chinook",511,"Wannock",2001,NA,3000,NA
"Central Coast","Chinook",511,"Wannock",2002,NA,2800,NA
"Central Coast","Chinook",511,"Wannock",2003,NA,1000,NA
"Central Coast","Chinook",511,"Wannock",2004,NA,3000,NA
"Central Coast","Chinook",511,"Wannock",2005,NA,4500,NA
"Central Coast","Chinook",511,"Wannock",2006,NA,3000,NA
"Central Coast","Chinook",511,"Wannock",2007,NA,4500,NA
"Central Coast","Chinook",511,"Wannock",2008,NA,5000,NA
"Central Coast","Chinook",511,"Wannock",2009,NA,3800,NA
"Central Coast","Chinook",511,"Wannock",2010,NA,4000,NA
"Central Coast","Chinook",511,"Wannock",2011,NA,4200,NA
"Central Coast","Chinook",511,"Wannock",2012,NA,3800,NA
"Central Coast","Chinook",511,"Wannock",2013,NA,4000,NA
"Central Coast","Chinook",511,"Wannock",2014,NA,3740,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1950,NA,130450,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1951,NA,159950,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1952,NA,166650,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1953,NA,218250,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1954,NA,96300,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1955,NA,37200,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1956,NA,87575,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1957,NA,65850,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1958,NA,102875,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1959,NA,56800,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1960,NA,60750,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1961,NA,72950,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1962,NA,86625,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1963,NA,165200,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1964,NA,163375,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1965,NA,8100,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1966,NA,87975,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1967,NA,59400,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1968,NA,185000,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1969,NA,56850,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1970,NA,162650,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1971,NA,41800,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1972,NA,157325,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1973,NA,196900,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1974,NA,91900,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1975,NA,64000,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1976,NA,102625,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1977,NA,79750,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1978,NA,18985,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1979,NA,81010,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1980,NA,70175,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1981,NA,38680,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1982,NA,78110,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1983,NA,120760,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1984,NA,93250,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1985,NA,172430,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1986,NA,229455,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1987,NA,114904,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1988,NA,156885,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1989,NA,108537,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1990,NA,242240,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1991,NA,52573,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1992,NA,94728,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1993,NA,120756,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1994,NA,232395,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1995,NA,162000,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1996,NA,154879,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1997,NA,169050,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1998,NA,289215,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",1999,NA,174400,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2000,NA,138275,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2001,NA,135450,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2002,NA,181850,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2003,NA,369862,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2004,NA,270195,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2005,NA,116182,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2006,NA,146530,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2007,NA,120942,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2008,NA,41235,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2009,NA,51205,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2010,NA,15112,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2011,NA,186030,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2012,NA,111315,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2013,NA,183790,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2014,NA,38971,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2015,NA,19580,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2016,NA,198652,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2017,NA,226266,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2018,NA,213236,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2019,NA,135323,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2020,NA,13916,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2021,NA,71754,NA
"Central Coast","Chum",504,"Bella Coola-Dean Rivers",2022,NA,215604,NA
"Central Coast","Chum",508,"Douglas-Gardner",1934,NA,127150,NA
"Central Coast","Chum",508,"Douglas-Gardner",1935,NA,227050,NA
"Central Coast","Chum",508,"Douglas-Gardner",1936,NA,651050,NA
"Central Coast","Chum",508,"Douglas-Gardner",1937,NA,135075,NA
"Central Coast","Chum",508,"Douglas-Gardner",1938,NA,243450,NA
"Central Coast","Chum",508,"Douglas-Gardner",1939,NA,49450,NA
"Central Coast","Chum",508,"Douglas-Gardner",1940,NA,73250,NA
"Central Coast","Chum",508,"Douglas-Gardner",1941,NA,246750,NA
"Central Coast","Chum",508,"Douglas-Gardner",1942,NA,80900,NA
"Central Coast","Chum",508,"Douglas-Gardner",1943,NA,70300,NA
"Central Coast","Chum",508,"Douglas-Gardner",1944,NA,77100,NA
"Central Coast","Chum",508,"Douglas-Gardner",1945,NA,328075,NA
"Central Coast","Chum",508,"Douglas-Gardner",1946,NA,99700,NA
"Central Coast","Chum",508,"Douglas-Gardner",1947,NA,507075,NA
"Central Coast","Chum",508,"Douglas-Gardner",1948,NA,89000,NA
"Central Coast","Chum",508,"Douglas-Gardner",1949,NA,247125,NA
"Central Coast","Chum",508,"Douglas-Gardner",1950,NA,66175,NA
"Central Coast","Chum",508,"Douglas-Gardner",1951,NA,334800,NA
"Central Coast","Chum",508,"Douglas-Gardner",1952,NA,1525,NA
"Central Coast","Chum",508,"Douglas-Gardner",1953,NA,115250,NA
"Central Coast","Chum",508,"Douglas-Gardner",1954,NA,56775,NA
"Central Coast","Chum",508,"Douglas-Gardner",1955,NA,31575,NA
"Central Coast","Chum",508,"Douglas-Gardner",1956,NA,24850,NA
"Central Coast","Chum",508,"Douglas-Gardner",1957,NA,68425,NA
"Central Coast","Chum",508,"Douglas-Gardner",1958,NA,136000,NA
"Central Coast","Chum",508,"Douglas-Gardner",1959,NA,21750,NA
"Central Coast","Chum",508,"Douglas-Gardner",1960,NA,75125,NA
"Central Coast","Chum",508,"Douglas-Gardner",1961,NA,35450,NA
"Central Coast","Chum",508,"Douglas-Gardner",1962,NA,239950,NA
"Central Coast","Chum",508,"Douglas-Gardner",1963,NA,74525,NA
"Central Coast","Chum",508,"Douglas-Gardner",1964,NA,140350,NA
"Central Coast","Chum",508,"Douglas-Gardner",1965,NA,82550,NA
"Central Coast","Chum",508,"Douglas-Gardner",1966,NA,339150,NA
"Central Coast","Chum",508,"Douglas-Gardner",1967,NA,301100,NA
"Central Coast","Chum",508,"Douglas-Gardner",1968,NA,363125,NA
"Central Coast","Chum",508,"Douglas-Gardner",1969,NA,53046,NA
"Central Coast","Chum",508,"Douglas-Gardner",1970,NA,70450,NA
"Central Coast","Chum",508,"Douglas-Gardner",1971,NA,67500,NA
"Central Coast","Chum",508,"Douglas-Gardner",1972,NA,235000,NA
"Central Coast","Chum",508,"Douglas-Gardner",1973,NA,212875,NA
"Central Coast","Chum",508,"Douglas-Gardner",1974,NA,239820,NA
"Central Coast","Chum",508,"Douglas-Gardner",1975,NA,41127,NA
"Central Coast","Chum",508,"Douglas-Gardner",1976,NA,48930,NA
"Central Coast","Chum",508,"Douglas-Gardner",1977,NA,54266,NA
"Central Coast","Chum",508,"Douglas-Gardner",1978,NA,147100,NA
"Central Coast","Chum",508,"Douglas-Gardner",1979,NA,64720,NA
"Central Coast","Chum",508,"Douglas-Gardner",1980,NA,67792,NA
"Central Coast","Chum",508,"Douglas-Gardner",1981,NA,59555,NA
"Central Coast","Chum",508,"Douglas-Gardner",1982,NA,83943,NA
"Central Coast","Chum",508,"Douglas-Gardner",1983,NA,16190,NA
"Central Coast","Chum",508,"Douglas-Gardner",1984,NA,80071,NA
"Central Coast","Chum",508,"Douglas-Gardner",1985,NA,152635,NA
"Central Coast","Chum",508,"Douglas-Gardner",1986,NA,148693,NA
"Central Coast","Chum",508,"Douglas-Gardner",1987,NA,72598,NA
"Central Coast","Chum",508,"Douglas-Gardner",1988,NA,406641,NA
"Central Coast","Chum",508,"Douglas-Gardner",1989,NA,230488,NA
"Central Coast","Chum",508,"Douglas-Gardner",1990,NA,138656,NA
"Central Coast","Chum",508,"Douglas-Gardner",1991,NA,81438,NA
"Central Coast","Chum",508,"Douglas-Gardner",1992,NA,133902,NA
"Central Coast","Chum",508,"Douglas-Gardner",1993,NA,100769,NA
"Central Coast","Chum",508,"Douglas-Gardner",1994,NA,225999,NA
"Central Coast","Chum",508,"Douglas-Gardner",1995,NA,303685,NA
"Central Coast","Chum",508,"Douglas-Gardner",1996,NA,101575,NA
"Central Coast","Chum",508,"Douglas-Gardner",1997,NA,201659,NA
"Central Coast","Chum",508,"Douglas-Gardner",1998,NA,788513,NA
"Central Coast","Chum",508,"Douglas-Gardner",1999,NA,143576,NA
"Central Coast","Chum",508,"Douglas-Gardner",2000,NA,53301,NA
"Central Coast","Chum",508,"Douglas-Gardner",2001,NA,78060,NA
"Central Coast","Chum",508,"Douglas-Gardner",2002,NA,308114,NA
"Central Coast","Chum",508,"Douglas-Gardner",2003,NA,385422,NA
"Central Coast","Chum",508,"Douglas-Gardner",2004,NA,65332,NA
"Central Coast","Chum",508,"Douglas-Gardner",2005,NA,24592,NA
"Central Coast","Chum",508,"Douglas-Gardner",2006,NA,61606,NA
"Central Coast","Chum",508,"Douglas-Gardner",2007,NA,16143,NA
"Central Coast","Chum",508,"Douglas-Gardner",2008,NA,3493,NA
"Central Coast","Chum",508,"Douglas-Gardner",2009,NA,15580,NA
"Central Coast","Chum",508,"Douglas-Gardner",2010,NA,11585,NA
"Central Coast","Chum",508,"Douglas-Gardner",2011,NA,95336,NA
"Central Coast","Chum",508,"Douglas-Gardner",2012,NA,128802,NA
"Central Coast","Chum",508,"Douglas-Gardner",2013,NA,18479,NA
"Central Coast","Chum",508,"Douglas-Gardner",2014,NA,44618,NA
"Central Coast","Chum",508,"Douglas-Gardner",2015,NA,286862,NA
"Central Coast","Chum",508,"Douglas-Gardner",2016,NA,226322,NA
"Central Coast","Chum",508,"Douglas-Gardner",2017,NA,46177,NA
"Central Coast","Chum",508,"Douglas-Gardner",2018,NA,32000,NA
"Central Coast","Chum",508,"Douglas-Gardner",2019,NA,61487,NA
"Central Coast","Chum",508,"Douglas-Gardner",2020,NA,3437,NA
"Central Coast","Chum",508,"Douglas-Gardner",2021,NA,27108,NA
"Central Coast","Chum",508,"Douglas-Gardner",2022,NA,107455,NA
"Central Coast","Chum",506,"Hecate Lowlands",1934,NA,102250,NA
"Central Coast","Chum",506,"Hecate Lowlands",1935,NA,202000,NA
"Central Coast","Chum",506,"Hecate Lowlands",1936,NA,351700,NA
"Central Coast","Chum",506,"Hecate Lowlands",1937,NA,128475,NA
"Central Coast","Chum",506,"Hecate Lowlands",1938,NA,160450,NA
"Central Coast","Chum",506,"Hecate Lowlands",1939,NA,99850,NA
"Central Coast","Chum",506,"Hecate Lowlands",1940,NA,129950,NA
"Central Coast","Chum",506,"Hecate Lowlands",1941,NA,109000,NA
"Central Coast","Chum",506,"Hecate Lowlands",1942,NA,137750,NA
"Central Coast","Chum",506,"Hecate Lowlands",1943,NA,84000,NA
"Central Coast","Chum",506,"Hecate Lowlands",1944,NA,76400,NA
"Central Coast","Chum",506,"Hecate Lowlands",1945,NA,137700,NA
"Central Coast","Chum",506,"Hecate Lowlands",1946,NA,168125,NA
"Central Coast","Chum",506,"Hecate Lowlands",1947,NA,157950,NA
"Central Coast","Chum",506,"Hecate Lowlands",1948,NA,80100,NA
"Central Coast","Chum",506,"Hecate Lowlands",1949,NA,148950,NA
"Central Coast","Chum",506,"Hecate Lowlands",1950,NA,203000,NA
"Central Coast","Chum",506,"Hecate Lowlands",1951,NA,144240,NA
"Central Coast","Chum",506,"Hecate Lowlands",1952,NA,84000,NA
"Central Coast","Chum",506,"Hecate Lowlands",1953,NA,155225,NA
"Central Coast","Chum",506,"Hecate Lowlands",1954,NA,221325,NA
"Central Coast","Chum",506,"Hecate Lowlands",1955,NA,83025,NA
"Central Coast","Chum",506,"Hecate Lowlands",1956,NA,84775,NA
"Central Coast","Chum",506,"Hecate Lowlands",1957,NA,197275,NA
"Central Coast","Chum",506,"Hecate Lowlands",1958,NA,160975,NA
"Central Coast","Chum",506,"Hecate Lowlands",1959,NA,25375,NA
"Central Coast","Chum",506,"Hecate Lowlands",1960,NA,123225,NA
"Central Coast","Chum",506,"Hecate Lowlands",1961,NA,56975,NA
"Central Coast","Chum",506,"Hecate Lowlands",1962,NA,135450,NA
"Central Coast","Chum",506,"Hecate Lowlands",1963,NA,79225,NA
"Central Coast","Chum",506,"Hecate Lowlands",1964,NA,172600,NA
"Central Coast","Chum",506,"Hecate Lowlands",1965,NA,58205,NA
"Central Coast","Chum",506,"Hecate Lowlands",1966,NA,75152,NA
"Central Coast","Chum",506,"Hecate Lowlands",1967,NA,56575,NA
"Central Coast","Chum",506,"Hecate Lowlands",1968,NA,70677,NA
"Central Coast","Chum",506,"Hecate Lowlands",1969,NA,33882,NA
"Central Coast","Chum",506,"Hecate Lowlands",1970,NA,92000,NA
"Central Coast","Chum",506,"Hecate Lowlands",1971,NA,74575,NA
"Central Coast","Chum",506,"Hecate Lowlands",1972,NA,84325,NA
"Central Coast","Chum",506,"Hecate Lowlands",1973,NA,119000,NA
"Central Coast","Chum",506,"Hecate Lowlands",1974,NA,58210,NA
"Central Coast","Chum",506,"Hecate Lowlands",1975,NA,47404,NA
"Central Coast","Chum",506,"Hecate Lowlands",1976,NA,36607,NA
"Central Coast","Chum",506,"Hecate Lowlands",1977,NA,91314,NA
"Central Coast","Chum",506,"Hecate Lowlands",1978,NA,91210,NA
"Central Coast","Chum",506,"Hecate Lowlands",1979,NA,66545,NA
"Central Coast","Chum",506,"Hecate Lowlands",1980,NA,37180,NA
"Central Coast","Chum",506,"Hecate Lowlands",1981,NA,51150,NA
"Central Coast","Chum",506,"Hecate Lowlands",1982,NA,74557,NA
"Central Coast","Chum",506,"Hecate Lowlands",1983,NA,49765,NA
"Central Coast","Chum",506,"Hecate Lowlands",1984,NA,56372,NA
"Central Coast","Chum",506,"Hecate Lowlands",1985,NA,106489,NA
"Central Coast","Chum",506,"Hecate Lowlands",1986,NA,94351,NA
"Central Coast","Chum",506,"Hecate Lowlands",1987,NA,51611,NA
"Central Coast","Chum",506,"Hecate Lowlands",1988,NA,87627,NA
"Central Coast","Chum",506,"Hecate Lowlands",1989,NA,67255,NA
"Central Coast","Chum",506,"Hecate Lowlands",1990,NA,80033,NA
"Central Coast","Chum",506,"Hecate Lowlands",1991,NA,40537,NA
"Central Coast","Chum",506,"Hecate Lowlands",1992,NA,26528,NA
"Central Coast","Chum",506,"Hecate Lowlands",1993,NA,36124,NA
"Central Coast","Chum",506,"Hecate Lowlands",1994,NA,31750,NA
"Central Coast","Chum",506,"Hecate Lowlands",1995,NA,53953,NA
"Central Coast","Chum",506,"Hecate Lowlands",1996,NA,64402,NA
"Central Coast","Chum",506,"Hecate Lowlands",1997,NA,50752,NA
"Central Coast","Chum",506,"Hecate Lowlands",1998,NA,107815,NA
"Central Coast","Chum",506,"Hecate Lowlands",1999,NA,27000,NA
"Central Coast","Chum",506,"Hecate Lowlands",2000,NA,18747,NA
"Central Coast","Chum",506,"Hecate Lowlands",2001,NA,34510,NA
"Central Coast","Chum",506,"Hecate Lowlands",2002,NA,49863,NA
"Central Coast","Chum",506,"Hecate Lowlands",2003,NA,45180,NA
"Central Coast","Chum",506,"Hecate Lowlands",2004,NA,55165,NA
"Central Coast","Chum",506,"Hecate Lowlands",2005,NA,30480,NA
"Central Coast","Chum",506,"Hecate Lowlands",2006,NA,46156,NA
"Central Coast","Chum",506,"Hecate Lowlands",2007,NA,19120,NA
"Central Coast","Chum",506,"Hecate Lowlands",2008,NA,28640,NA
"Central Coast","Chum",506,"Hecate Lowlands",2009,NA,45051,NA
"Central Coast","Chum",506,"Hecate Lowlands",2010,NA,33010,NA
"Central Coast","Chum",506,"Hecate Lowlands",2011,NA,30950,NA
"Central Coast","Chum",506,"Hecate Lowlands",2012,NA,21972,NA
"Central Coast","Chum",506,"Hecate Lowlands",2013,NA,30677,NA
"Central Coast","Chum",506,"Hecate Lowlands",2014,NA,18587,NA
"Central Coast","Chum",506,"Hecate Lowlands",2015,NA,13146,NA
"Central Coast","Chum",506,"Hecate Lowlands",2016,NA,18831,NA
"Central Coast","Chum",506,"Hecate Lowlands",2017,NA,6798,NA
"Central Coast","Chum",506,"Hecate Lowlands",2018,NA,19510,NA
"Central Coast","Chum",506,"Hecate Lowlands",2019,NA,10451,NA
"Central Coast","Chum",506,"Hecate Lowlands",2020,NA,6028,NA
"Central Coast","Chum",506,"Hecate Lowlands",2021,NA,14830,NA
"Central Coast","Chum",506,"Hecate Lowlands",2022,NA,46668,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1934,NA,3500,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1935,NA,3575,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1936,NA,35400,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1937,NA,35075,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1938,NA,3700,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1939,NA,825,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1940,NA,950,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1941,NA,1575,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1942,NA,1575,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1943,NA,3575,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1944,NA,775,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1945,NA,1575,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1946,NA,3575,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1947,NA,4250,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1948,NA,425,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1949,NA,1575,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1950,NA,176725,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1951,NA,66850,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1952,NA,124425,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1953,NA,151650,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1954,NA,108025,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1955,NA,69825,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1956,NA,32575,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1957,NA,46775,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1958,NA,168925,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1959,NA,27350,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1960,NA,72950,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1961,NA,28925,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1962,NA,96075,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1963,NA,60500,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1964,NA,91900,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1965,NA,34900,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1966,NA,74865,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1967,NA,105195,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1968,NA,129550,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1969,NA,53480,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1970,NA,80350,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1971,NA,54275,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1972,NA,78850,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1973,NA,141850,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1974,NA,102850,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1975,NA,47750,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1976,NA,25050,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1977,NA,9700,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1978,NA,82930,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1979,NA,33650,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1980,NA,40610,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1981,NA,78115,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1982,NA,68430,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1983,NA,31379,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1984,NA,31848,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1985,NA,82320,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1986,NA,113650,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1987,NA,53521,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1988,NA,80625,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1989,NA,73962,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1990,NA,58202,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1991,NA,86954,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1992,NA,19760,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1993,NA,24717,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1994,NA,60956,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1995,NA,123400,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1996,NA,69830,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1997,NA,67650,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1998,NA,178328,NA
"Central Coast","Chum",507,"Mussel-Kynoch",1999,NA,86100,NA
"Central Coast","Chum",507,"Mussel-Kynoch",2000,NA,79330,NA
"Central Coast","Chum",507,"Mussel-Kynoch",2001,NA,128995,NA
"Central Coast","Chum",507,"Mussel-Kynoch",2002,NA,104180,NA
"Central Coast","Chum",507,"Mussel-Kynoch",2003,NA,164014,NA
